_id,toponimo,n_id,estado,tipo_estac,sinal_vert,sinal_info_vert,n_lugares,pictograma,objectid,globalid,esriGeometryPoint
111,Rua Alfredo Allen,13,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,113,{C16F2818-9FA9-419A-9D0E-DE4D5131F6ED},"-39495.32799999975,167406.08720000088"
112,Avenida do Marechal Gomes da Costa,167,Ativo,4.3.2 - Lugar não individualizado longitudinal em paralelogramo,Sim,Sim,10,Sim,114,{827FD201-B79E-4AC9-8D23-6D7B98A947FE},"-44685.92960000038,165546.68649999984"
113,Rua de Delfim Maia,190,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,115,{5A40E800-2940-486A-AC0C-EA5FA9D88F77},"-43571.229500000365,167328.8021000009"
114,Rua de D. João de Castro,106,Ativo,4.3.1 - Lugar não individualizado longitudinal em retângulo,Sim,Sim,10,Sim,116,{BB4D50C1-62B9-4E12-AEF5-99022E4DBFE1},"-44237.63239999954,165705.79419999942"
115,Rua do Bolama,44,Ativo,4.2.4 - Lugar individualizado perpendicular,Sim,Sim,10,Sim,117,{FACBAFCC-C655-44C6-9F51-7FFC03D3A04E},"-39495.96530000027,166363.96409999952"
116,Rua de Gonçalo Cristóvão,162,Ativo,4.2.4 - Lugar individualizado perpendicular,Sim,Sim,10,Sim,118,{D596C859-48EA-4092-A369-3A336EC51C69},"-40052.18829999957,165028.24450000003"
117,Rua do Passeio Alegre,171,Ativo,4.2.4 - Lugar individualizado perpendicular,Sim,Sim,10,Sim,119,{8551F5EE-6739-44BA-BA91-7B81A3EB4E0D},"-44852.98020000011,164402.3228999991"
118,Rua de Santa Catarina,164,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,120,{CB8352FE-61D8-470C-BA88-28513D71AC3E},"-39579.7368999999,165407.5253999997"
119,Via Panoramica,78,Ativo,4.3.1 - Lugar não individualizado longitudinal em retângulo,Sim,Sim,10,Sim,121,{AE283432-0EFF-4AFD-87D7-D479FDCE4017},"-42350.65510000009,164914.67500000075"
120,Rua de Fernandes Tomás,59,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,20,Sim,122,{0814D2F8-3CDF-4A17-A6E7-D5C9D9412CA5},"-39610.53600000031,164595.6208999995"
121,Rua do Campo Alegre,77,Ativo,4.2.2 - Lugar individualizado longitudinal em paralelogramo,Sim,Sim,10,Sim,123,{EB025A48-A29C-42AF-AC0A-C314F0478848},"-42425.161899999715,165004.07789999992"
122,Rua do Melo,157,Ativo,4.2.4 - Lugar individualizado perpendicular,Sim,Sim,10,Sim,124,{D97E790F-A5D1-4ED4-BF82-CFD2D1F0C694},"-40702.003800000064,165457.56240000017"
123,Rua de Gil Eanes,107,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,125,{25481CEA-A1F3-474C-9751-4CC5761630D1},"-44259.03569999989,165520.6877999995"
124,Rua de Nossa Senhora de Fátima,87,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,126,{84808549-04D8-4FB1-8CAE-7171572FBDB2},"-41518.22250000015,165595.78250000067"
125,Rua do Dr. António Bernardino de Almeida,12,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,127,{9B252917-3327-470D-88E0-6DAAF58F8214},"-39728.050300000235,167770.47309999913"
126,Rua de Camões,128,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,20,Sim,128,{979C6753-8E04-4A89-B4D0-E31F6E8CD245},"-40025.52419999987,164903.4129000008"
127,Rua de Sá da Bandeira,130,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,129,{84CEC266-9155-4A52-8521-AF9C61EDEF1B},"-39886.82249999978,164421.96749999933"
128,Rua de João de Barros,168,Ativo,4.2.2 - Lugar individualizado longitudinal em paralelogramo,Sim,Sim,10,Sim,130,{1A4C776B-277D-4D26-BE1A-115CE12C8C69},"-44548.35030000005,165349.30289999954"
129,Rua de Miguel Bombarda,62,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,131,{0875CE1D-746B-43E8-8F74-271C7C51B68D},"-40698.95859999955,164651.54240000062"
130,Avenida de Fernão de Magalhães,208,Ativo,4.3.1 - Lugar não individualizado longitudinal em retângulo,Sim,Sim,10,Sim,132,{3EE61232-4314-40FE-86F6-356EA9C3759F},"-37831.78369999956,167455.94180000015"
131,Rua de Júlio Dinis,89,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,133,{EB13F608-4EA2-497E-8801-70373B386137},"-41579.89690000005,165413.16229999997"
132,Avenida de Fernão de Magalhães,7,Ativo,4.3.1 - Lugar não individualizado longitudinal em retângulo,Sim,Sim,10,Sim,134,{29D386B7-7ACA-4AD9-8ABF-4249C1AF5226},"-38213.59410000034,166364.17190000042"
133,Rua de Alberto Aires de Gouveia,175,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,135,{6DB46E1B-F7E1-4EDA-9188-DEC3D4DFDC47},"-40913.313400000334,164328.95519999973"
134,Rua de Júlio Dinis,71,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,136,{9968628E-E1A7-4EB5-B590-622F8066FAEB},"-41353.36610000022,164586.41080000065"
135,Esplanada do Castelo,31,Ativo,4.3.3 - Lugar não individualizado oblíquo,Sim,Sim,10,Sim,137,{07C4CF84-573E-47BB-9D41-E76AEB622721},"-45564.08380000014,164605.97949999943"
136,Rua do Dr. Eduardo Santos Silva,210,Ativo,4.3.1 - Lugar não individualizado longitudinal em retângulo,Sim,Sim,10,Sim,138,{0790FA90-5997-4AD0-8ED0-91F9C2940C70},"-38078.363199999556,167799.05650000088"
137,Rua João Marques Pinto,5,Ativo,4.2.2 - Lugar individualizado longitudinal em paralelogramo,Sim,Sim,10,Sim,139,{EC48362C-8424-4C37-A1DC-6DFEA96FCB1E},"-37720.452600000426,165722.2854999993"
138,Rua do Arquitecto Cassiano Barbosa,135,Ativo,4.3.1 - Lugar não individualizado longitudinal em retângulo,Sim,Sim,10,Sim,140,{D86538A8-F1D9-46C4-A6FE-82AD216A2586},"-43330.454800000414,166478.59860000014"
139,Praça da Corujeira,132,Ativo,4.2.4 - Lugar individualizado perpendicular,Sim,Sim,10,Sim,141,{09BF2AD0-4922-4275-A745-1B7AA2047FBA},"-37469.531000000425,165572.2918999996"
140,Rua D. Frei Vicente da Soledade e Castro,214,Ativo,4.3.3 - Lugar não individualizado oblíquo,Sim,Sim,10,Sim,142,{13AD829E-CBAE-4CE9-9435-F61FB413AB57},"-38720.14419999998,167643.73900000006"
141,Avenida das Congostas,199,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,143,{97D5E1B6-FF32-416E-B069-0C73628542E3},"-42068.64690000005,167862.43249999918"
142,Avenida de Rodrigues de Freitas,53,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,144,{304C9E55-7171-45F3-9A09-D3B1DF82E06A},"-39241.6297000004,164180.71939999983"
143,Rua do Ouro,116,Ativo,4.3.1 - Lugar não individualizado longitudinal em retângulo,Sim,Sim,10,Sim,145,{5AF45A4C-EAB8-4B9C-8450-38BCA9AF722B},"-42369.68439999968,164479.52930000052"
144,Rua dos Bragas,61,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,146,{063CD3AA-E282-4F16-9C30-69E639E86A6A},"-40606.27479999978,164933.80709999986"
145,Rua do Engenheiro Ezequiel de Campos,188,Ativo,4.3.4 - Lugar não individualizado perpendicular,Sim,Sim,10,Sim,147,{4CDF4C91-ED82-4B68-85A7-8E425521A99D},"-43701.906200000085,167299.82349999994"
146,Rua do Ouro,34,Ativo,4.3.4 - Lugar não individualizado perpendicular,Sim,Sim,10,Sim,148,{F2C9595C-1572-433C-83A3-06EEE76E0DFA},"-43616.093799999915,164449.34090000018"
147,Rua da Estação,38,Ativo,4.2.4 - Lugar individualizado perpendicular,Sim,Sim,20,Sim,149,{AE1B357D-F27D-4DDF-B6BF-2537846429E5},"-38028.40560000017,164431.6685000006"
148,Rua de D. João IV,54,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,150,{7703F537-25FE-4762-819A-D464D97E890B},"-39359.56790000014,164218.7533999998"
149,Largo do Actor Dias,58,Ativo,4.3.1 - Lugar não individualizado longitudinal em retângulo,Sim,Sim,10,Sim,151,{188C61B1-88BE-4CF6-9EBF-A5AECD1D1C59},"-39890.093700000085,163826.83809999935"
150,Avenida da Boavista,94,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,152,{91127E57-4503-4242-BDAE-FF2BB1450678},"-42840.95920000039,165817.9751999993"
151,Rua de Damião de Góis,114,Ativo,4.2.3 - Lugar individualizado oblíquo,Sim,Sim,10,Sim,153,{484441FA-46EA-4120-A8A9-370658275686},"-40224.0876000002,165974.09420000017"
152,Rua de Santos Pousada,49,Ativo,4.3.1 - Lugar não individualizado longitudinal em retângulo,Sim,Sim,10,Sim,154,{659410B5-70D6-4381-B554-658534C35CD9},"-39221.22800000012,164670.6400000006"
153,Alameda das Antas,203,Ativo,4.2.2 - Lugar individualizado longitudinal em paralelogramo,Sim,Sim,10,Sim,155,{37A2A81E-D1D1-4D87-8CB4-D7490F02E527},"-38037.38889999967,166113.77040000074"
154,Avenida da Boavista,88,Ativo,4.3.1 - Lugar não individualizado longitudinal em retângulo,Sim,Sim,10,Sim,156,{E2AB4D90-37E7-4C06-9F34-1F7F10C7F736},"-41511.37280000001,165496.99620000087"
155,Avenida do Brasil,27,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,157,{8A5058A3-3212-4871-93D6-A443012571DD},"-46186.09439999983,165682.53280000016"
156,Rua Júlio Amaral de Carvalho,16,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,158,{BCDD21F7-CEE3-4AC7-9266-CEB07FE5CC77},"-39275.29580000043,167547.16599999927"
157,Avenida do Marechal Gomes da Costa,103,Ativo,4.3.2 - Lugar não individualizado longitudinal em paralelogramo,Sim,Sim,10,Sim,159,{D52F3B9D-AB2E-46D5-8940-C1C21AABF78C},"-44856.98629999999,165489.2773000002"
158,Rua de Alcântara,33,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,160,{6BF85602-F24D-4915-8505-086E1033BA36},"-43968.564299999736,164354.80599999987"
159,Praça da República,3,Ativo,4.2.3 - Lugar individualizado oblíquo,Sim,Sim,10,Sim,161,{15430D31-DABC-4459-8C69-5BB4F93B8694},"-40288.669599999674,165070.25840000063"
160,Avenida da Boavista,99,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,162,{DE973533-B970-4DC8-B28F-23C57D8034D2},"-45927.351700000465,166525.23359999992"
161,Rua do Engenheiro Ferreira Dias,140,Ativo,4.3.1 - Lugar não individualizado longitudinal em retângulo,Sim,Sim,10,Sim,163,{3606F203-7F0F-4A2A-A52C-51AF3C12811A},"-42810.5784,167200.62120000087"
162,Rua de João Grave,95,Ativo,4.3.1 - Lugar não individualizado longitudinal em retângulo,Sim,Sim,10,Sim,164,{03AFC99A-5A6C-47A7-A49E-692D77FAC80A},"-42879.504200000316,165791.40560000017"
163,Rua Alfredo Allen,14,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,165,{5AC50252-0938-49FC-B1D5-7D018E84B7AE},"-39490.66530000046,167295.44749999978"
164,Avenida de Montevideu,24,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,166,{7075DF0A-19A1-4E68-865D-894A26F931F9},"-46554.70050000027,166544.92960000038"
165,Rua da Constituição,149,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,167,{52DDDC10-9392-4930-90A6-B8D7323EAB00},"-40139.16349999979,166057.3995999992"
166,Praça de Nove de Abril,22,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,168,{CC3E3C20-8D33-4827-BB7D-9E52C749090B},"-40244.805300000124,166990.85920000076"
167,Avenida de Vasco da Gama,191,Ativo,4.2.3 - Lugar individualizado oblíquo,Sim,Sim,10,Sim,169,{001B74A9-9D75-4DB0-8583-FC0E4FF50A9A},"-43941.90830000024,166978.58159999922"
168,Avenida do Marechal Gomes da Costa,104,Ativo,4.3.1 - Lugar não individualizado longitudinal em retângulo,Sim,Sim,10,Sim,170,{D26FBF52-E10C-49BB-BD54-F4BD1E35831B},"-44849.18120000046,165462.87179999985"
169,Rua das Cruzes,139,Ativo,4.3.4 - Lugar não individualizado perpendicular,Sim,Sim,10,Sim,171,{CAB412F3-C6BE-4F32-86E2-6569D29A42E6},"-42677.45419999957,167143.80059999973"
170,Rua do Rosário,174,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,172,{1C3124D8-B5C4-4730-B2C9-51918DF8B8A6},"-40915.381799999624,164415.7703000009"
171,Rua Actor João Guedes,185,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,173,{9FDB7B30-43F0-49D0-8CAA-1902DA872F4E},"-40499.376400000416,164441.1791999992"
172,Rua do Dr. Plácido da Costa,19,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,20,Sim,174,{CA0A10C9-3A83-4A5C-9F02-FA5C47A9686A},"-39187.05190000031,167844.80360000022"
173,Rua de Camões,152,Ativo,4.2.2 - Lugar individualizado longitudinal em paralelogramo,Sim,Sim,10,Sim,175,{A6E5CBE3-1746-499D-9D41-97B47C2C57F0},"-40015.23919999972,165762.0287999995"
174,Avenida da Cidade de Xangai,195,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,176,{A7A0374D-9655-40E9-9680-41DC0B6E8010},"-41877.18989999965,166878.4386"
175,Rua do Campo Alegre,178,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,177,{0237BA99-4FF7-4DAD-9391-0F7D90FCFAAC},"-42607.54870000016,165061.60649999976"
176,Rua Henrique de Sousa Reis,212,Ativo,4.2.3 - Lugar individualizado oblíquo,Sim,Sim,10,Sim,178,{7139834B-6431-44B9-A432-50A56730CED3},"-38373.063400000334,167659.22839999944"
177,Rua do Dr. Ricardo Jorge,127,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,179,{31FCC055-A47D-46ED-8DE1-1C20CCBBD0CC},"-40263.64350000024,164662.20299999975"
178,Rua de S. Tomé,15,Ativo,4.3.1 - Lugar não individualizado longitudinal em retângulo,Sim,Sim,10,Sim,180,{E67F05DD-6431-4F7A-9549-19B06C246BA2},"-39948.71169999987,167749.21059999987"
179,Praça do Exército Libertador,202,Ativo,4.3.1 - Lugar não individualizado longitudinal em retângulo,Sim,Sim,10,Sim,181,{190DF442-049C-40BD-BF63-5CCFDA21F0C2},"-41297.68510000035,166499.98279999942"
180,Rua do Dr. Ricardo Jorge,129,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,182,{A591A500-3253-4012-A7ED-6704F2CF1219},"-40179.08770000003,164687.5164999999"
181,Rua de Manuel Pinto de Azevedo,144,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,183,{3F07D2A7-9DCF-4038-9409-7B0F0AE86174},"-43490.093799999915,167617.80330000073"
182,Avenida de Montevideu,25,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,184,{B8922375-B358-4C94-9F37-3AE0229862EE},"-46441.98120000027,166276.27899999917"
183,Rua Nova da Alfândega,4,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,20,Sim,185,{67939E16-F64C-43E2-B5DC-2AB317F1A04E},"-40666.99270000029,163637.37490000017"
184,Rua do Actor Eduardo Brazão,9,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,186,{06B1F135-6300-4493-BBBE-88AB25B4C359},"-39089.25270000007,167377.1495999992"
185,Rua do Professor Augusto Nobre,108,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,187,{BA712BC8-8A94-42D4-9933-AF14555B014F},"-43767.3387000002,165835.62340000086"
186,Rua do Dr. Ferreira da Silva,65,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,188,{427A0770-6394-496E-A4AA-41041DB5EDB3},"-40488.76630000025,164234.47059999965"
187,Rua D. Frei Vicente da Soledade e Castro,10,Ativo,4.3.3 - Lugar não individualizado oblíquo,Sim,Sim,20,Sim,189,{44C5F35E-4B62-4DF4-BADD-7C0F370F077F},"-39003.25480000023,167705.73090000078"
188,Rua de S. Filipe de Nery,66,Ativo,4.2.2 - Lugar individualizado longitudinal em paralelogramo,Sim,Sim,10,Sim,190,{D6DF6304-A47A-4FC6-B77D-3BEFCD1BFE06},"-40390.00490000006,164192.56579999998"
189,Campo dos Mártires da Pátria,64,Ativo,4.3.1 - Lugar não individualizado longitudinal em retângulo,Sim,Sim,20,Sim,191,{56243B73-89E1-42E8-B8A4-7363BD653358},"-40525.96789999958,164124.51329999976"
190,Rua de Afonso de Paiva,109,Ativo,4.2.4 - Lugar individualizado perpendicular,Sim,Sim,10,Sim,192,{B557C3B7-0273-4B8D-8C00-04465FBF9B1F},"-44137.99519999977,165007.2120999992"
191,Avenida da França,112,Ativo,4.2.3 - Lugar individualizado oblíquo,Sim,Sim,10,Sim,193,{C07E6736-601F-4408-BDFF-C380BF61475D},"-41570.0521999998,165880.1007000003"
192,Rua de Aníbal Cunha,184,Ativo,4.3.1 - Lugar não individualizado longitudinal em retângulo,Sim,Sim,10,Sim,194,{140520D0-3776-41E2-85C6-914994C04C72},"-40942.73350000009,165317.9461000003"
193,Rua de Passos Manuel,187,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,195,{CEEA8A3B-A071-4A77-B375-0F3EED0807B1},"-39730.57129999995,164296.95639999956"
194,Rua de Augusto Lessa,46,Ativo,4.3.1 - Lugar não individualizado longitudinal em retângulo,Sim,Sim,10,Sim,196,{5EA0F356-9649-4A2A-8732-9F0BE74BEA5A},"-39127.08249999955,166830.26669999957"
195,Rua de Gonçalo Cristóvão,161,Ativo,4.2.4 - Lugar individualizado perpendicular,Sim,Sim,10,Sim,197,{9AE4987A-847F-4B02-AD96-0ACFEEE48BFC},"-40011.24749999959,165027.93620000035"
196,Rua do Dr. Eduardo Santos Silva,215,Ativo,4.3.4 - Lugar não individualizado perpendicular,Sim,Sim,10,Sim,198,{7964FD43-2703-44A6-BC31-1E1C7949A25B},"-38207.02819999959,167400.48299999908"
197,Avenida da Boavista,92,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,199,{51A794BB-37AC-4B74-809F-B0729BA00C1C},"-42354.86220000032,165706.83929999918"
198,Rua de Guilherme da Costa  Carvalho,117,Ativo,4.2.3 - Lugar individualizado oblíquo,Sim,Sim,10,Sim,200,{E19BEB56-7389-4AE3-B89A-C3F6C8306685},"-40011.51090000011,164543.71409999952"
199,Rua de Fernandes Tomás,131,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,201,{66DBD114-8B5C-4507-B198-FEEA9AF3B965},"-39111.78490000032,164459.26879999973"
200,Via do Castelo do Queijo,23,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,20,Sim,202,{6906CDF4-4689-419D-803A-4499D8C072B7},"-46597.26919999998,167200.41630000062"
201,"",181,Ativo,4.3.4 - Lugar não individualizado perpendicular,Sim,Sim,10,Sim,203,{D71520CF-A502-4586-BBD3-3F4F3ACB3D03},"-44420.62569999974,164680.70800000057"
202,Rua da Constituição,126,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,204,{B9623476-0816-402A-9F6A-A58595D15D6A},"-39493.37469999958,165946.20549999923"
203,Avenida do Dr. Antunes Guimarães,138,Ativo,4.3.3 - Lugar não individualizado oblíquo,Sim,Sim,10,Sim,205,{BE14BC58-4C1D-41C6-BC11-C0DB1582115F},"-43994.00860000029,166912.5722000003"
204,Avenida da Boavista,91,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,206,{E68C75FE-CC78-49A3-A969-1D36C3D4C72B},"-42006.816399999894,165628.25170000084"
205,Rua de Santos Pousada,48,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,207,{2AA6CDBF-423C-4556-AECB-7983D917C26D},"-39175.58129999973,164980.69019999914"
206,Rua de D. Pedro V,35,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,208,{5CE38C3D-4CE4-4199-B93C-E4B5BC8CC299},"-41920.54980000015,164378.7837000005"
207,Avenida de D. Carlos I,17,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,209,{50AB03E9-DA68-40B9-89C9-7EA34C99745C},"-45475.974299999885,164472.4985000007"
208,Rua de António Carneiro,51,Ativo,4.3.1 - Lugar não individualizado longitudinal em retângulo,Sim,Sim,10,Sim,210,{A8EC7F24-00AB-481E-AEFA-87B9FD0D8766},"-38611.0206000004,164330.9634000007"
209,Rua François Guichard,134,Ativo,4.2.4 - Lugar individualizado perpendicular,Sim,Sim,10,Sim,211,{CF81D56A-3C3A-42E0-BFE2-1A43D67B3371},"-42709.7993999999,166354.04069999978"
210,Rua Ofélia Diogo da Costa,84,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,212,{6A433005-C41E-4C27-B59E-AE33F8E6AF37},"-41850.98950000014,165623.29930000007"
211,Alameda da Cruz Vermelha Portuguesa,206,Ativo,4.3.1 - Lugar não individualizado longitudinal em retângulo,Sim,Sim,10,Sim,213,{60E262D5-5E45-4D11-9670-139D4A4B25CB},"-37014.93740000017,167261.16840000078"
212,Rua de Gonçalo Cristóvão,186,Ativo,4.2.4 - Lugar individualizado perpendicular,Sim,Sim,10,Sim,214,{075AF092-334C-4EE9-A8E0-C322E7C5EE0D},"-39895.998999999836,165024.78830000013"
213,Praça de Francisco Sá Carneiro,8,Ativo,4.2.4 - Lugar individualizado perpendicular,Sim,Sim,10,Sim,215,{E47DC0B2-0500-43F9-A5A2-19DB52E16F0B},"-38511.51020000037,166077.24300000072"
214,Rua de Bonjóia,219,Ativo,4.2.2 - Lugar individualizado longitudinal em paralelogramo,Sim,Sim,10,Sim,218,{5A32462C-CF57-4888-9F6D-7868B753030E},"-37737.12849999964,164770.53570000082"
215,Rua do Heroísmo,220,Ativo,4.3.1 - Lugar não individualizado longitudinal em retângulo,Sim,Sim,10,Sim,219,{5E7EDE01-7E20-41B2-96E2-880D97FC8A5B},"-38330.430700000376,164310.58349999972"
216,Largo da Alfândega,221,Ativo,4.2.2 - Lugar individualizado longitudinal em paralelogramo,Sim,Sim,30,Sim,221,{5D4B6EF9-8681-4FD4-B621-8A8DDC01A5ED},"-41040.65029999986,163983.78949999996"
217,Rua de Mouzinho da Silveira,222,Ativo,4.2.2 - Lugar individualizado longitudinal em paralelogramo,Sim,Sim,10,Sim,222,{B8D167EB-EA39-4C79-9B9E-B3B31E3742ED},"-40283.47030000016,163950.51689999923"
218,Praça do General Humberto Delgado,223,Ativo,4.2.4 - Lugar individualizado perpendicular,Sim,Sim,20,"",223,{FA3F8CB7-16A5-467E-832A-B81764CC0105},"-40119.1902999999,164609.75439999998"
219,Rua de Santa Catarina,224,Ativo,4.2.1 - Lugar individualizado longitudinal em retângulo,Sim,Sim,10,Sim,225,{463C555E-88DF-4228-A3F9-3E43C3FA3971},"-39565.66100000031,165592.72619999945"
220,Avenida de D. Carlos I,225,Ativo,"",Sim,Sim,15,"",226,{B6A537B2-DA65-4173-9F19-5463B13EE0B2},"-44859.91629999969,164393.92159999907"
221,Rua do Infante D. Henrique,226,Ativo,"",Sim,Sim,16,"",227,{41374DF4-821A-420E-995E-1B44A6CD771E},"-40393.42109999992,163674.50919999927"
222,Rua do Barão de Nova Sintra,227,Ativo,"",Sim,Sim,9,"",627,{D27F8439-9115-4EAA-86E0-E9509BA2BC5A},"-38396.80620000046,164091.85429999977"
